timestamp,program,flag,return_code,execution_time,pkg_energy,dram_energy,user_time,sys_time,total_time,cpu_percent,avg_text,avg_data,peak_rss,inputs,outputs,minor_pagefaults,major_pagefaults,swaps,alloc_mem,reclaimed_mem,rts_mem,total_gcs,minor_gcs,major_gcs,avg_mem,max_mem,n_samples,init_cpu,init_sys,mut_cpu,mut_sys,total_gc_cpu,total_gc_sys,minor_gc_cpu,minor_gc_sys,major_gc_cpu,major_gc_sys,balance
1685028849,circsim,-O2,0,236681.943,1662105.0,51453.0,0.21,0.00,0.21,100,0,0,6688,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028850,circsim,-O2,0,236274.417,1645687.0,49317.0,0.20,0.00,0.21,99,0,0,6720,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028852,circsim,-O2,0,237234.58,1642573.0,50293.0,0.21,0.00,0.21,99,0,0,6724,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028855,circsim,-O2,0,239052.639,1662655.0,51696.0,0.20,0.00,0.21,100,0,0,6612,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028856,circsim,-O2,0,236339.371,1647213.0,49073.0,0.20,0.00,0.21,99,0,0,6568,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.096,0.097,0.089,0.089,0.008,0.008,1
1685028863,circsim,-O2,0,241230.961,1710140.0,51452.0,0.21,0.00,0.21,100,0,0,6680,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.100,0.101,0.092,0.093,0.008,0.008,1
1685028864,circsim,-O2,0,236103.651,1677425.0,51026.0,0.20,0.00,0.21,99,0,0,6564,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028866,circsim,-O2,0,236973.459,1684138.0,51574.0,0.21,0.00,0.21,100,0,0,6756,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028867,circsim,-O2,0,237327.863,1677669.0,52185.0,0.20,0.01,0.21,100,0,0,6680,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028868,circsim,-O2,0,236901.762,1670589.0,50232.0,0.21,0.00,0.21,99,0,0,6664,0,8,0,969,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028873,circsim,-O2,0,236132.662,1667476.0,47974.0,0.21,0.00,0.21,100,0,0,6500,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028874,circsim,-O2,0,236115.482,1667781.0,49927.0,0.21,0.00,0.21,99,0,0,6496,0,8,0,962,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.097,0.089,0.090,0.007,0.008,1
1685028879,circsim,-O2,0,272792.887,1514645.0,54444.0,0.24,0.00,0.25,99,0,0,6716,0,8,0,970,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.137,0.136,0.112,0.113,0.103,0.104,0.009,0.009,1
1685028880,circsim,-O2,0,236206.54,1671016.0,49927.0,0.21,0.00,0.21,99,0,0,6720,0,8,0,970,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028891,circsim,-O2,0,268897.801,1526852.0,53284.0,0.24,0.00,0.24,99,0,0,6720,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.134,0.133,0.110,0.111,0.102,0.103,0.009,0.009,1
1685028892,circsim,-O2,0,236532.493,1678524.0,49316.0,0.21,0.00,0.21,100,0,0,6500,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028903,circsim,-O2,0,239438.399,1620601.0,50110.0,0.21,0.00,0.21,100,0,0,6724,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028904,circsim,-O2,0,235895.59,1668270.0,49621.0,0.20,0.00,0.21,99,0,0,6684,0,8,0,969,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.097,0.089,0.090,0.008,0.008,1
1685028915,circsim,-O2,0,278882.422,1531674.0,57006.0,0.25,0.00,0.25,100,0,0,6656,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.139,0.138,0.115,0.116,0.106,0.107,0.009,0.009,1
1685028916,circsim,-O2,0,237889.074,1683468.0,53589.0,0.20,0.00,0.21,99,0,0,6716,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.119,0.118,0.097,0.098,0.089,0.090,0.008,0.008,1
1685028930,circsim,-fno-case-merge,0,263961.049,1535701.0,53406.0,0.23,0.00,0.24,99,0,0,6680,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.131,0.130,0.108,0.109,0.100,0.100,0.008,0.009,1
