1685092697,fannkuch-redux,-O2,0,319593.213,1966243.0,57678.0,0.29,0.00,0.29,100,0,0,3612,0,16,0,228,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092698,fannkuch-redux,-O2,0,316892.132,1962947.0,56824.0,0.29,0.00,0.29,99,0,0,3708,0,16,0,225,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092704,fannkuch-redux,-O2,0,323245.645,1937190.0,56946.0,0.29,0.00,0.29,100,0,0,3712,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092716,fannkuch-redux,-O2,0,324427.442,1920771.0,57434.0,0.29,0.00,0.29,100,0,0,3672,0,16,0,228,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092717,fannkuch-redux,-O2,0,317172.69,1963374.0,57312.0,0.29,0.00,0.29,100,0,0,3436,0,16,0,222,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092729,fannkuch-redux,-O2,0,322488.723,1930415.0,56945.0,0.29,0.00,0.29,99,0,0,3668,0,16,0,223,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092741,fannkuch-redux,-O2,0,321132.68,1927241.0,56763.0,0.29,0.00,0.29,99,0,0,3672,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092753,fannkuch-redux,-O2,0,320874.261,1971430.0,57373.0,0.29,0.00,0.29,99,0,0,3648,0,16,0,222,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092765,fannkuch-redux,-O2,0,323332.007,1959711.0,57128.0,0.29,0.00,0.3,99,0,0,3716,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.298,0.298,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092768,fannkuch-redux,-O2,0,316905.972,2002803.0,58655.0,0.29,0.00,0.29,99,0,0,3708,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092769,fannkuch-redux,-O2,0,316574.961,2021480.0,57983.0,0.29,0.00,0.29,99,0,0,3608,0,16,0,225,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092777,fannkuch-redux,-O2,0,317494.264,1950374.0,56702.0,0.29,0.00,0.29,99,0,0,3432,0,16,0,222,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092778,fannkuch-redux,-O2,0,316524.177,2002009.0,58349.0,0.29,0.00,0.29,100,0,0,3748,0,16,0,229,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092789,fannkuch-redux,-O2,0,322822.51,1942683.0,57373.0,0.29,0.00,0.29,100,0,0,3492,0,16,0,222,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.297,0.297,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092801,fannkuch-redux,-O2,0,326825.661,1970515.0,57312.0,0.30,0.00,0.3,99,0,0,3712,0,16,0,228,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.301,0.301,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092804,fannkuch-redux,-O2,0,317063.308,2010188.0,57617.0,0.29,0.00,0.29,99,0,0,3712,0,16,0,229,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092805,fannkuch-redux,-O2,0,316487.191,2018244.0,58105.0,0.29,0.00,0.29,100,0,0,3676,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092815,fannkuch-redux,-O2,0,319239.855,1950678.0,56641.0,0.29,0.00,0.29,99,0,0,3716,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092826,fannkuch-redux,-O2,0,322359.154,1931208.0,56580.0,0.29,0.00,0.29,99,0,0,3740,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.297,0.297,0.000,0.000,0.000,0.000,0.000,0.000,1
1685092838,fannkuch-redux,-O2,0,321824.161,1952571.0,57129.0,0.29,0.00,0.29,100,0,0,3492,0,16,0,224,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
