timestamp,program,flag,return_code,execution_time,pkg_energy,dram_energy,user_time,sys_time,total_time,cpu_percent,avg_text,avg_data,peak_rss,inputs,outputs,minor_pagefaults,major_pagefaults,swaps,alloc_mem,reclaimed_mem,rts_mem,total_gcs,minor_gcs,major_gcs,avg_mem,max_mem,n_samples,init_cpu,init_sys,mut_cpu,mut_sys,total_gc_cpu,total_gc_sys,minor_gc_cpu,minor_gc_sys,major_gc_cpu,major_gc_sys,balance
1686490863,circsim,-O2,0,236794.88,1623958.0,50232.0,0.21,0.00,0.21,100,0,0,6496,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.096,0.097,0.089,0.089,0.008,0.008,1
1686490864,circsim,-O2,0,236699.96,1624813.0,49987.0,0.21,0.00,0.21,100,0,0,6656,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.096,0.097,0.089,0.089,0.008,0.008,1
1686490865,circsim,-O2,0,238232.793,1637691.0,52613.0,0.20,0.00,0.21,99,0,0,6684,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.098,0.099,0.090,0.091,0.008,0.008,1
1686490877,circsim,-O2,0,290958.61,1502743.0,55847.0,0.26,0.00,0.26,100,0,0,6508,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.144,0.143,0.119,0.120,0.110,0.111,0.009,0.010,1
1686490884,circsim,-O2,0,237375.211,1643062.0,50049.0,0.20,0.00,0.21,99,0,0,6612,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1686490885,circsim,-O2,0,236091.536,1634029.0,49439.0,0.20,0.01,0.21,99,0,0,6660,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.096,0.097,0.089,0.090,0.008,0.008,1
1686490886,circsim,-O2,0,236041.305,1644832.0,49622.0,0.20,0.00,0.21,99,0,0,6684,0,8,0,972,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.096,0.097,0.089,0.089,0.008,0.008,1
1686490887,circsim,-O2,0,235978.333,1640621.0,49011.0,0.21,0.00,0.21,100,0,0,6620,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.096,0.097,0.089,0.089,0.007,0.007,1
1686490888,circsim,-O2,0,237864.908,1641292.0,52246.0,0.20,0.00,0.21,100,0,0,6664,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.097,0.098,0.089,0.090,0.008,0.008,1
1686490894,circsim,-O2,0,236576.802,1650630.0,51697.0,0.21,0.00,0.21,99,0,0,6728,0,8,0,971,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1686490896,circsim,-O2,0,236504.541,1642207.0,49316.0,0.21,0.00,0.21,100,0,0,6444,0,8,0,962,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.116,0.097,0.097,0.089,0.090,0.008,0.008,1
1686490899,circsim,-O2,0,238968.33,1584652.0,47729.0,0.20,0.01,0.21,100,0,0,6440,0,8,0,962,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.119,0.118,0.098,0.098,0.090,0.091,0.008,0.008,1
1686490900,circsim,-O2,0,237731.259,1652340.0,52734.0,0.21,0.00,0.21,99,0,0,6716,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1686490906,circsim,-O2,0,236024.374,1656550.0,49683.0,0.21,0.00,0.21,99,0,0,6752,0,8,0,969,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.096,0.097,0.089,0.090,0.008,0.008,1
1686490908,circsim,-O2,0,237135.278,1646724.0,49865.0,0.20,0.01,0.21,100,0,0,6496,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1686490909,circsim,-O2,0,237143.884,1661433.0,52856.0,0.21,0.00,0.21,100,0,0,6716,0,8,0,971,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1686490911,circsim,-O2,0,241624.069,1571285.0,47729.0,0.21,0.00,0.21,99,0,0,6760,0,8,0,970,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.097,0.098,0.090,0.090,0.008,0.008,1
1686490912,circsim,-O2,0,236712.405,1654903.0,52307.0,0.20,0.00,0.21,100,0,0,6444,0,8,0,964,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.097,0.098,0.089,0.090,0.008,0.008,1
1686490918,circsim,-O2,0,236784.684,1668269.0,52307.0,0.21,0.00,0.21,99,0,0,6508,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.089,0.008,0.008,1
