timestamp,program,flag,return_code,execution_time,pkg_energy,dram_energy,user_time,sys_time,total_time,cpu_percent,avg_text,avg_data,peak_rss,inputs,outputs,minor_pagefaults,major_pagefaults,swaps,alloc_mem,reclaimed_mem,rts_mem,total_gcs,minor_gcs,major_gcs,avg_mem,max_mem,n_samples,init_cpu,init_sys,mut_cpu,mut_sys,total_gc_cpu,total_gc_sys,minor_gc_cpu,minor_gc_sys,major_gc_cpu,major_gc_sys,balance
1686363137,circsim,-O2,0,236528.984,1598018.0,50476.0,0.21,0.00,0.21,100,0,0,6720,0,8,0,971,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.096,0.097,0.089,0.089,0.008,0.008,1
1686363138,circsim,-O2,0,236509.796,1614253.0,52246.0,0.21,0.00,0.21,100,0,0,6724,0,8,0,971,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.090,0.007,0.008,1
1686363143,circsim,-O2,0,243596.718,1534603.0,49133.0,0.21,0.00,0.22,99,0,0,6688,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.120,0.120,0.099,0.099,0.091,0.091,0.008,0.008,1
1686363149,circsim,-O2,0,251865.79,1700008.0,52734.0,0.22,0.00,0.23,100,0,0,6620,0,8,0,969,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.130,0.129,0.099,0.100,0.091,0.092,0.008,0.008,1
1686363150,circsim,-O2,0,237903.215,1630550.0,52368.0,0.21,0.00,0.21,100,0,0,6668,0,8,0,969,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.098,0.090,0.090,0.008,0.008,1
1686363156,circsim,-O2,0,244116.646,1540890.0,49377.0,0.21,0.00,0.22,100,0,0,6440,0,8,0,962,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.121,0.120,0.100,0.100,0.092,0.092,0.008,0.008,1
1686363162,circsim,-O2,0,237073.923,1640743.0,52246.0,0.21,0.00,0.21,99,0,0,6624,0,8,0,968,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.117,0.097,0.097,0.089,0.090,0.008,0.008,1
1686363163,circsim,-O2,0,240282.199,1666744.0,51453.0,0.21,0.00,0.22,100,0,0,6724,0,8,0,967,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.117,0.117,0.101,0.102,0.093,0.094,0.008,0.008,1
1686363170,circsim,-O2,0,241066.534,1575862.0,51635.0,0.21,0.00,0.21,100,0,0,6508,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.118,0.118,0.098,0.099,0.091,0.091,0.008,0.008,1
1686363182,circsim,-O2,0,253157.599,1518001.0,49744.0,0.22,0.00,0.23,100,0,0,6504,0,8,0,966,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.125,0.124,0.103,0.104,0.095,0.096,0.008,0.008,1
1686363194,circsim,-O2,0,252265.952,1525814.0,53161.0,0.22,0.00,0.23,100,0,0,6728,0,8,0,970,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.125,0.125,0.104,0.104,0.095,0.096,0.008,0.008,1
1686363206,circsim,-O2,0,249001.7,1532101.0,48767.0,0.21,0.00,0.22,100,0,0,6568,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.123,0.122,0.101,0.102,0.093,0.094,0.008,0.008,1
1686363218,circsim,-O2,0,250397.353,1528255.0,49988.0,0.22,0.00,0.23,100,0,0,6664,0,8,0,965,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.125,0.124,0.103,0.104,0.095,0.096,0.008,0.008,1
1686363230,circsim,-O2,0,247068.155,1547664.0,50842.0,0.22,0.00,0.22,100,0,0,6760,0,8,0,970,0,472268720,69160352,3,456,432,24,0,278736,4,0.000,0.000,0.122,0.121,0.100,0.101,0.092,0.093,0.008,0.008,1
