1684916914,fannkuch-redux,-O2,0,324341.373,1924799.0,56580.0,0.29,0.00,0.29,100,0,0,3496,0,16,0,221,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916926,fannkuch-redux,-O2,0,327033.034,1913752.0,56518.0,0.29,0.00,0.3,99,0,0,3428,0,16,0,222,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.299,0.299,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916938,fannkuch-redux,-O2,0,326878.78,1924616.0,57617.0,0.29,0.00,0.3,99,0,0,3664,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.301,0.301,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916950,fannkuch-redux,-O2,0,324991.988,1927791.0,57250.0,0.30,0.00,0.3,100,0,0,3428,0,16,0,219,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916953,fannkuch-redux,-O2,0,316325.413,2000361.0,58471.0,0.29,0.00,0.29,100,0,0,3492,0,16,0,224,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916954,fannkuch-redux,-O2,0,324020.342,2000972.0,59998.0,0.29,0.00,0.29,99,0,0,3712,0,16,0,229,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916963,fannkuch-redux,-O2,0,320127.451,1926021.0,56457.0,0.29,0.00,0.29,100,0,0,3704,0,16,0,223,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.296,0.296,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916975,fannkuch-redux,-O2,0,326667.359,1915645.0,57129.0,0.30,0.00,0.3,99,0,0,3604,0,16,0,225,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.302,0.302,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916976,fannkuch-redux,-O2,0,316718.507,2027216.0,58777.0,0.29,0.00,0.29,100,0,0,3672,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916987,fannkuch-redux,-O2,0,327639.704,1920039.0,57678.0,0.30,0.00,0.3,100,0,0,3660,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.302,0.302,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916988,fannkuch-redux,-O2,0,316551.212,2013911.0,58594.0,0.29,0.00,0.29,100,0,0,3744,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.294,0.294,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916990,fannkuch-redux,-O2,0,316150.439,2033197.0,58289.0,0.29,0.00,0.29,99,0,0,3744,0,16,0,223,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916991,fannkuch-redux,-O2,0,316069.656,2009699.0,58044.0,0.29,0.00,0.29,100,0,0,3708,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684916999,fannkuch-redux,-O2,0,318307.592,1957758.0,56213.0,0.29,0.00,0.29,100,0,0,3708,0,16,0,225,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917000,fannkuch-redux,-O2,0,316281.772,2013972.0,57739.0,0.29,0.00,0.29,100,0,0,3552,0,16,0,220,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917001,fannkuch-redux,-O2,0,316206.302,2009273.0,57129.0,0.29,0.00,0.29,99,0,0,3548,0,16,0,223,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917011,fannkuch-redux,-O2,0,325804.946,1926142.0,57129.0,0.30,0.00,0.3,100,0,0,3668,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917023,fannkuch-redux,-O2,0,325613.556,1919917.0,57190.0,0.30,0.00,0.3,100,0,0,3672,0,16,0,225,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917024,fannkuch-redux,-O2,0,316494.22,1999995.0,59021.0,0.29,0.00,0.29,100,0,0,3652,0,16,0,226,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.293,0.293,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917035,fannkuch-redux,-O2,0,325844.841,1923152.0,57129.0,0.29,0.00,0.3,99,0,0,3608,0,16,0,227,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.301,0.301,0.000,0.000,0.000,0.000,0.000,0.000,1
1684917047,fannkuch-redux,-fno-case-merge,0,327579.749,1926204.0,57617.0,0.30,0.00,0.3,100,0,0,3428,0,16,0,220,0,66096,3312,2,1,0,1,0,44408,1,0.000,0.000,0.302,0.302,0.000,0.000,0.000,0.000,0.000,0.000,1
